id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
8766,2,0,Strawberry D-Lite,36479,NULL,NULL,NULL,Hybrid,NULL,Sagarmatha Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
246,1,0,Martian Mean Green,36485,NULL,NULL,NULL,Hybrid,0,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
811,1,0,Martian Mean Green,36485,NULL,NULL,NULL,Hybrid,,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
8831,2,0,Chunky Cheese,36492,NULL,NULL,NULL,Hybrid,NULL,Cannacopia Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1783,2,0,Buddha Tahoe,36493,NULL,NULL,NULL,Hybrid,NULL,Big Buddha Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Insomnia, Pain, Stress, Depression",Earthy,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Insomnia, Pain, Stress, Depression,,Earthy,,,
6804,2,0,LA Chocolat,36494,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1365,2,0,Lost Coast OG,36498,NULL,NULL,NULL,Hybrid,NULL,Emerald Triangle,#N/A,,#N/A,"San Diego, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
604,1,0,Destroyer,36598,NULL,NULL,NULL,Hybrid,,Canna BioGen,"Energetic, Uplifted, Euphoric, Happy","Depression, Stress, Insomnia","Lavender, Ammonia, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Energetic, Uplifted, Euphoric, Happy,,,,,Depression, Stress, Insomnia,,,Lavender, Ammonia, Sweet,
1264,2,0,Mr. Nice Guy,36648,NULL,NULL,NULL,Hybrid,NULL,Holistic Healing Collective,#N/A,,#N/A,"Richmond, CA",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8270,2,0,Citrix,36700,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy,Euphoric,Uplifted,Relaxed,Energetic",,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy,Euphoric,Uplifted,Relaxed,Energetic,,,,,,,,,#N/A,,,
519,1,0,Blue Jack,36728,NULL,NULL,NULL,Hybrid,"66, 194, 268",Unknown Breeder,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,94,NULL,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
5447,2,0,Blue Persuasion,36926,NULL,NULL,NULL,Hybrid,NULL,Buds Pasco,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4254,2,0,The Incredible Bulk,36960,NULL,NULL,NULL,Hybrid,NULL,Dr. Krippling,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6769,2,0,Pink 2.0,37197,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
261,1,0,Nebula,37410,NULL,NULL,NULL,Hybrid,0,,"Uplifted,Happy,Euphoric,Energetic,Creative",,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uplifted,Happy,Euphoric,Energetic,Creative,,,,,,,,,#N/A,,,
4366,2,0,Blue Vortex,37554,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
894,2,0,Sunset Sherbet,37608,NULL,NULL,NULL,Sativa,NULL,AFFCO,#N/A,,"Sweet,Flowery,Citrus","Los Angeles, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Sweet,Flowery,Citrus,
7318,2,0,Critical Jack,37680,NULL,NULL,NULL,Hybrid,NULL,Dinafem Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1339,2,0,Blackberry Pie,37717,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,#N/A,,#N/A,"Richmond, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
101,1,0,Church OG,37761,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia","Earthy, Citrus",NULL,NULL,127,NULL,NULL,20,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid,,Stress, Depression, Pain, Insomnia,,Earthy, Citrus,,
171,1,0,Hawaiian Snow,37798,NULL,NULL,NULL,Hybrid,0,Green House Seed Co.,"Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid","Depression, Pain, Stress",,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Depression, Pain, Stress,,,,,,
7162,2,0,Jawa,37850,NULL,NULL,NULL,Hybrid,NULL,Rare Dankness Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6903,2,0,Orange Turbo,37977,NULL,NULL,NULL,Hybrid,NULL,MTG Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2113,2,0,Star Killer,38005,NULL,NULL,NULL,Hybrid,NULL,Rare Dankness Seeds,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious","Pain, Stress, Insomnia, Depression, Nausea","Lemon, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Pain, Stress, Insomnia, Depression, Nausea,Lemon, Earthy,,
7084,2,0,White Voodoo,38006,NULL,NULL,NULL,Hybrid,NULL,La Plata Labs,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7354,2,0,Buddha Tahoe OG,38010,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1857,2,0,Enemy of the State,38103,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Lack of Appetite","Sweet, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Stress, Depression, Insomnia, Lack of Appetite,,Sweet, Berry,,
8658,2,0,Dawgfather,38144,NULL,NULL,NULL,Hybrid,NULL,Alpha Kronik Genes,#N/A,,"Earthy,Woody,Spicy/Herbal",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,
7057,2,0,Tres Star Dawg,38364,NULL,NULL,NULL,Hybrid,NULL,Top Dawg Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8,1,0,Afghan Kush,38425,NULL,NULL,NULL,Hybrid,0,White Label Co.,#N/A,,#N/A,"Yucca Valley, CA",NULL,1300,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
397,1,0,Sweet Diesel,38485,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
5698,2,0,Cherry Larry,38493,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
914,2,0,Cookies,38692,NULL,NULL,NULL,Hybrid,NULL,Left Coast Living,#N/A,,#N/A,"Alameda, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5345,2,0,Dutch Queen,38927,NULL,NULL,NULL,Hybrid,NULL,Buddy Boy Farm,#N/A,,"Earthy,Citrus,Flowery",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Citrus,Flowery,
3147,2,0,Yumbolt,39012,NULL,NULL,NULL,Hybrid,NULL,Philosopher Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6774,2,0,Future,39015,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,"Relaxed,Euphoric,Uplifted,Sleepy,Happy",,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed,Euphoric,Uplifted,Sleepy,Happy,,,,,,,,,0,,,
6501,2,0,Original Amnesia,39100,NULL,NULL,NULL,Hybrid,NULL,Dinafem Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5441,2,0,Blanco Berry Kush,39234,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4480,2,0,Blueberry Essence,39297,NULL,NULL,NULL,Hybrid,NULL,Life Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4312,2,0,Caramel Candy Kush,39371,NULL,NULL,NULL,Hybrid,NULL,Dynasty Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3889,2,0,Beast Mode OG,39448,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9375,2,0,Black Kush,39770,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4585,2,0,Black Dog,39986,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9258,2,0,747,39989,NULL,NULL,NULL,Hybrid,NULL,Dr. Greenthumb Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3178,2,0,White Castle,40005,NULL,NULL,NULL,Hybrid,NULL,Nirvana,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5866,2,0,Yeti OG,40273,NULL,NULL,NULL,Hybrid,NULL,Loompa Farms,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1672,2,0,Tangerine Trainwreck Haze,40298,NULL,NULL,NULL,Sativa,NULL,NULL,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3101,2,0,Monkey Paw,40316,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1818,2,0,Cornbread,40325,NULL,NULL,NULL,Hybrid,NULL,Rare Dankness Seeds,"Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid","Stress, Lack of Appetite, Pain, Insomnia","Earthy, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid,,Stress, Lack of Appetite, Pain, Insomnia,,Earthy, Citrus,,
8466,2,0,Skunk #2,40347,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1482,2,0,Durban Cookies,40351,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Inflammation","Sweet, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious,Pain, Stress, Depression, Inflammation,,Sweet, Earthy,,
1134,2,0,Swiss Tsu 3,40444,NULL,NULL,NULL,Hybrid,NULL,Ron H.,#N/A,,#N/A,"Los Angeles, CA",NULL,0,0,0,100,0,0,10000,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1135,2,0,Swiss Tsu 2,40446,NULL,NULL,NULL,Hybrid,NULL,Ron H.,#N/A,,"Lemon,Sweet,Blueberry","Los Angeles, CA",NULL,0,0,0,100,0,0,10000,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Lemon,Sweet,Blueberry,
5448,2,0,Tembo Kush,40529,NULL,NULL,NULL,Hybrid,NULL,Buds Pasco,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9280,2,0,Magnum,40703,NULL,NULL,NULL,Hybrid,NULL,Cannacopia Seeds,"Energetic,Happy,Creative,Uplifted,Euphoric",,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energetic,Happy,Creative,Uplifted,Euphoric,,,,,,,,,#N/A,,,
6954,2,0,Nightmare OG,40750,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1696,2,0,White Nightmare,40760,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,"Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Lack of Appetite, Inflammation","Earthy, Sweet, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Earthy, Sweet, Citrus,
1698,2,0,Willie Nelson,40827,NULL,NULL,NULL,Hybrid,NULL,Reeferman Seeds,"Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Nausea","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain, Nausea,,Earthy, Sweet,,
3428,2,0,Jagermeister,40874,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1979,2,0,Mataro Blue,40877,NULL,NULL,NULL,Hybrid,NULL,Kannabia,"Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth","Pain, Stress, Depression, Insomnia, Muscle Spasms","Berry, Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth,,,Pain, Stress, Depression, Insomnia, Muscle Spasms,Berry, Earthy, Sweet,
1920,2,0,Hades Haze,40917,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Talkative, Euphoric","Insomnia, Depression, Lack of Appetite, Pain","Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Talkative, Euphoric,,,,,Insomnia, Depression, Lack of Appetite, Pain,,Citrus, Earthy,,
6352,2,0,Blood Orange,41043,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1212,2,0,Larry OG,41055,NULL,NULL,NULL,Indica,NULL,Carl D.,#N/A,,#N/A,"Artesia, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2063,2,0,Purple Star,41093,NULL,NULL,NULL,Hybrid,NULL,Dutch Passion Seed Company,"Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious","Pain, Insomnia, Depression, Muscle Spasms","Berry, Citrus, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,,Pain, Insomnia, Depression, Muscle Spasms,,Berry, Citrus, Pine,
6673,2,0,Crunchberry,41308,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6634,2,0,Ron Burgundy,41326,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6930,2,0,Hollywood OG,41383,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5897,2,0,Critical Cheese,41540,NULL,NULL,NULL,Hybrid,NULL,Dinafem Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9168,2,0,Vietnamese Black,41635,NULL,NULL,NULL,Hybrid,NULL,Reeferman Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2495,2,0,West Seattle,41646,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
215,1,0,Kush Berry,41720,NULL,NULL,NULL,Hybrid,0,Motarebel Seeds,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
3212,2,0,Grand Poobah,42036,NULL,NULL,NULL,Hybrid,NULL,NorStar Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5398,2,0,Plane Wreck,42107,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2893,2,0,Cherry Haze,42467,NULL,NULL,NULL,Hybrid,NULL,Reeferman Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5692,2,0,PowerNap,42509,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,#N/A,,"Diesel,Citrus,Woody",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Diesel,Citrus,Woody,
1029,2,0,Tangie,42515,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,"Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Citrus, Orange, Sweet","El Cajon, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid,Stress, Depression, Pain, Lack of Appetite,,Citrus, Orange, Sweet,
1802,2,0,Cherries Jubilee,42522,NULL,NULL,NULL,Indica,NULL,NULL,"Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth","Stress, Depression, Pain, Nausea","Berry, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth,,,Stress, Depression, Pain, Nausea,,Berry, Sweet,,
7153,2,0,Rainbow Sherbert,43244,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1245,2,0,Wedding Cake,43249,NULL,NULL,NULL,Hybrid,NULL,Holistic Healing Collective,#N/A,,#N/A,"Richmond, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
874,1,0,Orient Express,43388,NULL,NULL,NULL,Hybrid,,A.C.E.,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
6502,2,0,Fallen Angel,43604,NULL,NULL,NULL,Hybrid,NULL,The Devils Harvest,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7292,2,0,Medicine Woman,43625,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1988,2,0,Monolith,43710,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Tingly, Euphoric, Focused","Insomnia, Lack of Appetite, Pain, Stress, Depression","Earthy, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Tingly, Euphoric, Focused,,,,Insomnia, Lack of Appetite, Pain, Stress, Depression,Earthy, Pine,,
43,1,0,Black Domina,43955,NULL,NULL,NULL,Hybrid,0,Sensi Seeds,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Pain, Insomnia, Lack of Appetite","Pine, Pepper",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Stress, Depression, Pain, Insomnia, Lack of Appetite,Pine, Pepper,,
7199,2,0,Geisha,43968,NULL,NULL,NULL,Hybrid,NULL,Head Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8435,2,0,Donkey Dick,44030,NULL,NULL,NULL,Hybrid,NULL,West Coast Seed Co.,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6785,2,0,Starfighter,44186,NULL,NULL,NULL,Hybrid,NULL,Alien Genetics,"Euphoric,Relaxed,Happy,Uplifted,Creative",,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric,Relaxed,Happy,Uplifted,Creative,,,,,,,,,#N/A,,,
8078,2,0,Herijuana Jack 33,44296,NULL,NULL,NULL,Hybrid,NULL,CH9 Female Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9485,2,0,Oregon Silver Haze,44486,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
963,2,0,San Fernando OG,44511,NULL,NULL,NULL,Hybrid,NULL,Cultivation Specialists,#N/A,,#N/A,"Palmdale, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
