test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count,thc_max,cbd_max,thc_cbd,cbd_thc,inventory_type,chemotype,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
5670,Red Headed Stranger,Sativa,Depression, Stress, Pain, Lack of Appetite,None,Focused, Happy, Energetic, Uplifted, Creative, Dry Mouth, Paranoid, Anxious,Citrus, Earthy,None,4,8,2,17.2,0.2,86,0.01,Flower Lot,1,415,121,110,1,1,0,0,1
5715,CheeseWreck,Hybrid,None,None,None,None,None,Happy,Relaxed,Uplifted,Creative,Euphoric,None,None,None,Sweet,Pungent,Citrus,0,5,3,24.0298,0,0,0,Flower Lot,1,981,145,64,1,1,0,0,1
5744,Sugar Black Rose,Hybrid,Stress, Insomnia, Muscle Spasms, Lack of Appetite,None,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious,None,Sweet, Rose, Earthy,4,7,3,18.87301,0.07,269.61,0,Flower Lot,1,263,122,76,1,1,0,0,1
5782,Jock Horror,Hybrid,Depression, Stress, Lack of Appetite, Insomnia,None,Euphoric, Happy, Creative, Hungry, Relaxed, Dry Mouth, Anxious,None,Sweet, Berry, Earthy,4,7,3,15.95218,0.076,209.9,0,Flower Lot,1,730,148,25,1,1,0,0,1
5825,Brainwreck,Hybrid,None,None,None,None,None,Creative,Focused,Uplifted,Happy,Euphoric,None,None,None,Earthy,Pungent,Woody,0,5,3,18.4,0.2,92,0.01,Flower Lot,1,711,143,30,1,1,0,0,1
5880,Galactic Jack,Hybrid,Depression, Stress, Pain,None,None,Energetic, Focused, Happy, Uplifted, Euphoric, Dry Mouth, Anxious,None,Citrus, Sweet,None,3,7,2,22.19281,0,0,0,Flower Lot,1,508,136,123,1,1,0,0,1
5884,Marionberry Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sweet,Woody,0,0,3,20.85287,0,0,0,Flower Lot,1,439,133,429,1,0.990676,0.009324,0,0.990676
5885,Pennywise,Hybrid,Stress, Pain, Depression, Insomnia, Inflammation,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Earthy,None,None,5,8,1,9.55786,11.83,0.81,1.24,Flower Lot,2,172,104,265,2,0.2301887,0.7660378,0.0037736,0.7660378
5921,WSU,Indica,Pain, Stress, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Hungry, Happy, Talkative, Dry Mouth,None,None,Pine, Earthy, Berry,5,6,3,6.539448,0,0,0,Flower Lot,1,1810,150,212,1,1,0,0,1
5930,American Kush,Hybrid,Pain, Muscle Spasms, Stress, Insomnia,None,Relaxed, Happy, Tingly, Sleepy, Uplifted, Dry Mouth, Anxious,None,Sweet, Lemon, Lime,4,7,3,8.841914,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
5941,Cali Orange,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Woody,Earthy,Pine,0,0,3,11.47993,0,0,0,Flower Lot,1,1854,151,11,1,1,0,0,1
5974,Pre-98 Bubba Kush,Indica,Pain, Stress, Insomnia, Inflammation, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,None,Earthy, Coffee, Pine,5,7,3,8.522264,0,0,0,Flower Lot,1,164,93,319,1,0.9968652,0.0031348,0,0.9968652
5985,Sweet Tooth,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid,None,Sweet, Berry,None,5,7,2,11.98333,0,0,0,Flower Lot,1,144,116,119,1,1,0,0,1
5990,Purple Afghani,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,None,Sweet, Grape,None,4,7,2,12.34883,0,0,0,Flower Lot,1,401,141,168,1,0.9583333,0.0416667,0,0.9583333
6068,DJ Short Blueberry,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious,None,Blueberry, Sweet, Berry,5,7,3,17.9154,0.1,179.15,0.01,Flower Lot,1,319,127,728,1,0.989011,0.010989,0,0.989011
6118,Purple Wreck,Hybrid,Stress, Pain, Depression, Inflammation,None,Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,None,Grape, Sweet, Berry,4,7,3,6.8606,0.13,52.77,0.02,Flower Lot,1,629,133,27,1,1,0,0,1
6120,Chocolate Kush,Hybrid,Stress, Pain, Insomnia, Lack of Appetite,None,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Earthy, Coffee, Sweet,4,7,3,12.6111,0.27,46.71,0.02,Flower Lot,1,201,135,109,1,1,0,0,1
6125,Pure Kush,Indica,Pain, Insomnia, Stress, Nausea,None,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid,None,Earthy, Skunk,None,4,7,2,9.5946,0.21,45.69,0.02,Flower Lot,1,155,124,48,1,1,0,0,1
6285,XJ-13,Hybrid,None,None,None,None,None,Happy,Euphoric,Relaxed,Uplifted,Creative,None,None,None,None,None,None,0,5,0,12.8026,0.6,21.34,0.05,Flower Lot,1,110,64,782,1,1,0,0,1
6439,Violator Kush,Indica,Depression, Stress, Insomnia, Pain,None,Relaxed, Sleepy, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy,None,None,4,8,1,18.96427,0.368,51.53,0.02,Flower Lot,1,229,114,11,1,0.9090909,0.0909091,0,0.9090909
6533,G13,Indica,Stress, Pain, Depression, Insomnia, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Earthy, Sweet,None,5,7,2,8.4315,0.34,24.8,0.04,Flower Lot,1,56,69,355,1,0.9915493,0.0084507,0,0.9915493
6600,Cannalope Haze,Hybrid,Depression, Stress, Pain, Nausea,None,Happy, Relaxed, Focused, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Lime,None,4,8,2,17,0,0,0,Flower Lot,1,299,126,74,1,1,0,0,1
6611,Tangerine,Hybrid,None,None,None,None,None,Happy,Uplifted,Energetic,Relaxed,Creative,None,None,None,None,None,None,0,5,0,21.877,0,0,0,Flower Lot,1,291,128,68,1,1,0,0,1
6615,Super Sour Diesel,Hybrid,Stress, Depression, Pain,None,None,Euphoric, Uplifted, Energetic, Happy, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Sweet,None,3,8,2,22.048,0,0,0,Flower Lot,1,149,95,147,1,1,0,0,1
6622,Blue Venom,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pine,Lemon,0,0,3,13.0296,0.34,38.32,0.03,Flower Lot,1,823,143,125,1,1,0,0,1
6639,Gigabud,Hybrid,Pain, Stress, Lack of Appetite, Insomnia, Nausea,Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious,None,Sweet, Pine,None,5,7,2,39.22202,0.646,60.72,0.02,Flower Lot,1,1021,149,28,1,1,0,0,1
6640,Jamaican Dream,Hybrid,Stress, Depression, Nausea, Muscle Spasms, Pain,Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid,None,Earthy, Lime,None,5,7,2,16.18665,0.277,58.44,0.02,Flower Lot,1,661,144,44,1,0.9545454,0.0454545,0,0.9545454
6698,Mr. Nice,Hybrid,Stress, Pain, Depression, Insomnia,None,Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious,None,None,Sweet, Earthy,None,4,6,2,15.89328,0.28,56.76,0.02,Flower Lot,1,62,75,322,1,0.9968944,0.0031056,0,0.9968944
6823,Afghooey,Indica,Pain, Stress, Insomnia, Depression, Muscle Spasms,Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,18.54,0,0,0,Flower Lot,1,1204,147,78,1,0.974359,0.025641,0,0.974359
6831,Cookie Monster,Hybrid,Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,None,None,Grape,None,None,5,6,1,20.171,0,0,0,Flower Lot,1,450,136,98,1,0.9591837,0,0.0408163,0.9591837
6832,Sweet Baby Jane,Indica,Muscle Spasms, Stress, Pain, Inflammation, Insomnia,Relaxed, Happy, Sleepy, Tingly, Dry Mouth,None,None,None,Citrus, Sweet,None,5,5,2,18.663,0,0,0,Flower Lot,1,1305,144,17,1,1,0,0,1
6848,Dairy Queen,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Diesel,Citrus,0,0,3,15.909,0,0,0,Flower Lot,1,372,120,165,1,0.9939394,0.0060606,0,0.9939394
6856,Sweet and Sour Widow,Indica,Pain, Stress, Depression, Insomnia,None,Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid,None,Earthy, Sweet,None,4,7,2,6.45328,0,0,0,Flower Lot,1,573,150,132,2,0.1666667,0.8333333,0,0.8333333
6866,Early Girl,Indica,Stress, Pain, Depression, Muscle Spasms, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Sweet,5,8,3,18.0007,0,0,0,Flower Lot,1,757,150,14,1,1,0,0,1
6875,Nuken,Hybrid,Depression, Lack of Appetite, Pain,None,None,Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,None,None,Citrus, Earthy,None,3,6,2,16.47958,0,0,0,Flower Lot,1,283,118,103,1,0.9902912,0.0097087,0,0.9902912
6939,Kilimanjaro,Sativa,Depression, Stress, Pain, Muscle Spasms,None,Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,14.06845,0,0,0,Flower Lot,1,858,137,1,1,1,0,0,1
6941,Wild Thailand,Hybrid,Depression, Pain, Stress,None,None,Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious,None,Sweet, Berry,None,3,7,2,13.1062,0,0,0,Flower Lot,1,1459,151,43,1,0.9534883,0.0465116,0,0.9534883
6999,Great White Shark,Sativa,Stress, Pain, Depression,None,None,Relaxed, Happy, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious,None,Earthy, Citrus,None,3,7,2,10.15345,0.531,19.12,0.05,Flower Lot,1,159,103,210,1,0.9809524,0.0190476,0,0.9809524
7004,Haze Mist,Hybrid,Nausea, Stress,None,None,None,Energetic, Focused, Happy, Hungry,None,None,None,None,None,None,None,2,4,0,6.262763,0.65,9.64,0.1,Flower Lot,1,1636,152,1,1,1,0,0,1
7019,Kalashnikova,Hybrid,None,None,None,None,None,Relaxed,Happy,Energetic,Hungry,Sleepy,None,None,None,None,None,None,0,5,0,8.677074,0.235,36.92,0.03,Flower Lot,1,840,143,3,1,1,0,0,1
7036,Super Critical,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sage,Pungent,Diesel,0,0,3,12.33255,0.926,13.32,0.08,Flower Lot,1,0,0,0,0,0,0,0,0
7052,The Doctor,Hybrid,Insomnia, Pain, Stress, Inflammation, Depression,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,None,None,Earthy, Citrus,None,5,6,2,13.15114,0.346,38.01,0.03,Flower Lot,1,768,148,6,1,1,0,0,1
7409,Jamaican Lion,Hybrid,Pain, Stress, Muscle Spasms, Depression,None,Uplifted, Relaxed, Happy, Energetic, Talkative, Dry Mouth, Paranoid,None,Earthy, Lime,None,4,7,2,23.8913,0.8,29.86,0.03,Flower Lot,1,811,148,22,2,0.3181818,0.6818182,0,0.6818182
7416,Jedi Kush,Hybrid,Stress, Pain, Depression, Insomnia,None,Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Anxious,None,Earthy, Sweet,None,4,7,2,16.032,0,0,0,Flower Lot,1,251,110,94,1,1,0,0,1
7428,Redwood Kush,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Euphoric, Relaxed, Uplifted, Happy, Focused, Dry Mouth, Paranoid,None,Pine, Earthy,None,5,7,2,11.19282,0.14,79.95,0.01,Flower Lot,1,505,135,5,1,1,0,0,1
7454,Jesus OG,Hybrid,Stress, Depression, Pain,None,None,Happy, Euphoric, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Citrus, Lemon,3,8,3,18.54,1,18.54,0.05,Flower Lot,1,188,108,636,1,1,0,0,1
7457,ACDC,Sativa,None,None,None,None,None,Relaxed,Happy,Uplifted,Focused,Euphoric,None,None,None,None,None,None,0,5,0,4.50607,9.03,0.5,2,Flower Lot,2,77,62,1126,3,0.0586146,0.312611,0.6287744,0.6287744
7474,Orange Creamsicle,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Earthy,Pungent,0,0,3,16.14124,0.15,107.61,0.01,Flower Lot,1,408,129,72,1,1,0,0,1
7475,Original Blueberry,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sweet,Flowery,0,0,3,14.132,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
7514,Shark Shock,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Euphoric, Focused, Happy, Sleepy, Dry Mouth, Anxious,None,Earthy, Sweet,None,5,7,2,3.91142,0.18,21.73,0.05,Flower Lot,1,382,137,140,1,0.5714286,0.4285714,0,0.5714286
7515,SnowLAnd,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Talkative,Creative,Focused,None,None,None,None,None,None,0,5,0,14.37997,0,0,0,Flower Lot,1,861,150,161,1,1,0,0,1
7785,Humboldt,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Euphoric,Happy,Uplifted,None,None,None,Diesel,Flowery,Earthy,0,5,3,12.79479,0,0,0,Flower Lot,1,609,116,38,1,1,0,0,1
7821,Grapefruit,Hybrid,Stress, Depression, Pain,None,None,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Paranoid,None,Citrus, Sweet,None,3,7,2,21.01425,0.74,28.4,0.04,Flower Lot,1,154,89,600,1,0.9966667,0.0033333,0,0.9966667
7824,NightFire OG,Hybrid,Stress, Depression,None,None,None,Talkative, Energetic, Happy, Euphoric, Creative, Dry Mouth, Anxious,None,Earthy, Citrus,None,2,7,2,20.31682,0.794,25.59,0.04,Flower Lot,1,1302,151,119,1,1,0,0,1
7855,Fucking Incredible,Hybrid,Pain, Stress, Depression, Insomnia,None,Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,None,Skunk, Earthy,None,4,7,2,18.59481,0.23,80.85,0.01,Flower Lot,1,351,106,484,1,0.9504132,0.0495868,0,0.9504132
7892,Afghan Skunk,Hybrid,Stress, Insomnia, Depression, Nausea, Muscle Spasms,Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious,None,Earthy,None,None,5,7,1,23.14938,0.26,89.04,0.01,Flower Lot,1,725,146,17,1,1,0,0,1
7911,Monster Cookies,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Grape, Sweet,4,7,3,17.42981,0.296,58.88,0.02,Flower Lot,1,217,101,34,1,1,0,0,1
7955,Green Dragon,Hybrid,Pain, Stress, Nausea, Depression,None,Relaxed, Euphoric, Uplifted, Sleepy, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,None,4,8,2,19.00591,0.689,27.58,0.04,Flower Lot,1,520,140,22,1,1,0,0,1
8022,Purple Bubba,Indica,Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress,Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth,None,None,Grape, Berry, Sweet,5,6,3,23.048,0,0,0,Flower Lot,1,579,149,17,1,0.8823529,0.1176471,0,0.8823529
8085,Tropicali,Hybrid,None,None,None,None,None,Euphoric,Uplifted,Relaxed,Energetic,Happy,None,None,None,None,None,None,0,5,0,18.6808,0.24,77.84,0.01,Flower Lot,1,1229,151,19,1,1,0,0,1
8151,Huckleberry,Hybrid,None,None,None,None,None,Happy,Relaxed,Talkative,Uplifted,Euphoric,None,None,None,None,None,None,0,5,0,19.3,0.2,96.5,0.01,Flower Lot,1,409,128,98,1,0.9081632,0.0714286,0.0204082,0.9081632
8349,Yummy,Hybrid,None,None,None,None,None,Uplifted,Relaxed,Happy,Energetic,Euphoric,None,None,None,None,None,None,0,5,0,3.64185,0.21,17.34,0.06,Flower Lot,1,1143,151,85,3,0.0117647,0.1764706,0.8117647,0.8117647
8363,Pineapple Euphoria,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Skunk,Pungent,Earthy,0,0,3,17.8069,0.2,89.03,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
8597,Chronic Thunder,Indica,Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy,None,None,5,8,1,13.5796,0.36,37.72,0.03,Flower Lot,1,726,140,11,1,1,0,0,1
8766,Jacky White,Hybrid,Stress, Nausea, Depression, Pain,None,Energetic, Relaxed, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,None,None,4,8,1,17.0876,1.9,8.99,0.11,Flower Lot,1,723,141,80,1,1,0,0,1
8773,Hawaiian,Hybrid,Stress, Depression, Pain, Lack of Appetite, Nausea,Happy, Uplifted, Relaxed, Creative, Talkative, Dry Mouth, Paranoid, Anxious,Sweet, Citrus,None,5,8,2,13.6,0,0,0,Flower Lot,1,204,139,183,1,0.9234973,0.0765027,0,0.9234973
8873,Emerald Jack,Hybrid,Stress, Depression, Pain, Insomnia,None,Happy, Uplifted, Creative, Horny, Euphoric, Dry Mouth, Anxious, Paranoid,Pine, Earthy, Citrus,4,8,3,17.663,1,17.66,0.06,Flower Lot,1,960,142,98,1,1,0,0,1
8966,K2,Hybrid,None,None,None,None,None,Relaxed,Happy,Giggly,Hungry,Sleepy,None,None,None,None,None,None,0,5,0,21.02989,0,0,0,Flower Lot,1,624,146,4,1,1,0,0,1
8985,Cannalope Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Lime,Lemon,0,0,3,10.0216,0.2,50.11,0.02,Flower Lot,1,527,142,699,1,1,0,0,1
8991,Lemon Sour Diesel,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Vanilla,Sweet,Coffee,0,0,3,12.91126,0.1,129.11,0.01,Flower Lot,1,124,83,236,1,0.9830508,0.0169492,0,0.9830508
9028,Apple Jack,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Citrus,0,0,3,24.55675,0.5,49.11,0.02,Flower Lot,1,481,136,89,1,1,0,0,1
9048,Northern Berry,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Paranoid,None,Berry, Sweet, Earthy,5,7,3,13.4257,0.13,103.27,0.01,Flower Lot,1,789,145,9,1,1,0,0,1
9187,Northern Lights #5,Hybrid,Pain, Stress, Insomnia, Inflammation, Nausea,Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Paranoid,None,Sweet, Pine, Citrus,5,7,3,16.8,0,0,0,Flower Lot,1,310,135,187,1,1,0,0,1
9228,Medusa,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Creative,Uplifted,None,None,None,None,None,None,0,5,0,15.24991,0.09,169.44,0.01,Flower Lot,1,774,143,101,1,0.990099,0.009901,0,0.990099
9237,Black Russian,Hybrid,Stress, Insomnia, Lack of Appetite, Nausea,None,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,None,Citrus, Earthy, Lemon,4,7,3,13.7158,0.2,68.58,0.01,Flower Lot,1,611,136,207,1,1,0,0,1
9494,Golden Pineapple,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Woody,Spicy/Herbal,Sweet,0,0,3,23.2651,0.4,58.16,0.02,Flower Lot,1,278,107,1648,1,0.9987864,0.0012136,0,0.9987864
9532,9 Pound Hammer,Hybrid,Stress, Pain, Insomnia, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,None,Earthy, Sweet, Berry,5,7,3,19.30561,0.21,91.93,0.01,Flower Lot,1,106,54,1069,1,0.9953227,0.0046773,0,0.9953227
9751,Jazz,Hybrid,None,None,None,None,None,Uplifted,Relaxed,Euphoric,Energetic,Happy,None,None,None,None,None,None,0,5,0,9.387722,0,0,0,Flower Lot,1,1301,146,11,1,1,0,0,1
9759,Blue Lights,Indica,Stress, Depression, Insomnia, Nausea, Pain,Euphoric, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid,None,None,Blueberry, Sweet,None,5,6,2,15.3721,0.2,76.86,0.01,Flower Lot,1,831,150,2,1,1,0,0,1
9774,Frankenstein,Hybrid,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Creative, Tingly, Focused, Dry Mouth, Anxious,None,Earthy, Skunk,None,5,7,2,14.74181,0,0,0,Flower Lot,1,1056,150,104,1,1,0,0,1
9880,Supernatural,Hybrid,Stress, Lack of Appetite,None,None,None,Euphoric, Relaxed, Happy, Energetic, Horny, Dry Mouth,None,None,Citrus, Earthy,None,2,6,2,18.0746,0.19,95.13,0.01,Flower Lot,1,1495,151,126,1,1,0,0,1
9894,Canna-Tsu,Hybrid,None,None,None,None,None,Relaxed,Happy,Focused,Uplifted,Creative,None,None,None,None,None,None,0,5,0,3.58538,11.9,0.3,3.32,Flower Lot,2,377,130,41,2,0.0731707,0.6585366,0.2682927,0.6585366
9901,Platinum Bubba Kush,Indica,Pain, Stress, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,None,Earthy,None,None,5,7,1,8.04006,0.12,67,0.01,Flower Lot,1,162,103,109,1,1,0,0,1
9905,Swiss Gold,Hybrid,Pain, Stress, Depression, Inflammation,None,Relaxed, Happy, Focused, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious,Citrus, Berry,None,4,8,2,2.44218,4.11,0.59,1.68,Flower Lot,2,1183,152,10,2,0,1,0,1
9954,Blue Power,Hybrid,Stress, Insomnia, Depression, Lack of Appetite, Nausea,Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Paranoid,None,Berry, Earthy,None,5,7,2,19.24,0.34,56.59,0.02,Flower Lot,1,594,142,117,1,1,0,0,1
9990,Jillybean,Hybrid,None,None,None,None,None,Happy,Uplifted,Euphoric,Relaxed,Creative,None,None,None,None,None,None,0,5,0,17.786,0,0,0,Flower Lot,1,116,68,571,1,1,0,0,1
10502,Power Plant,Hybrid,Pain, Stress, Depression, Inflammation,None,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Paranoid,None,Earthy,None,None,4,7,1,16.3637,0.29,56.43,0.02,Flower Lot,1,166,115,10,1,1,0,0,1
10503,Opium,Hybrid,None,None,None,None,None,Happy,Relaxed,Euphoric,Uplifted,Giggly,None,None,None,None,None,None,0,5,0,13.56901,0,0,0,Flower Lot,1,1179,149,3,1,1,0,0,1
10504,Skunk 47,Indica,Pain, Depression, Stress, Nausea,None,Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth,None,None,Earthy, Skunk,None,4,6,2,20.0202,0.33,60.67,0.02,Flower Lot,1,1322,150,230,1,1,0,0,1
10527,C4,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Creative,Uplifted,None,None,None,None,None,None,0,5,0,22.048,0,0,0,Flower Lot,1,509,148,6,1,1,0,0,1
10764,NYPD,Sativa,Stress, Depression, Pain,None,None,Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid,Earthy,None,None,3,8,1,17.8015,0.1,178.02,0.01,Flower Lot,1,826,147,105,1,1,0,0,1
10983,QuickSilver,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Citrus,0,0,3,15.3721,0.6,25.62,0.04,Flower Lot,1,0,0,0,0,0,0,0,0
10997,Space Jill,Sativa,Pain, Stress, Depression, Nausea,None,Creative, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid,None,None,None,None,4,7,0,16.909,0,0,0,Flower Lot,1,1675,152,12,1,1,0,0,1
11047,White Kush,Hybrid,Insomnia, Pain, Stress, Depression, Lack of Appetite,Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious,Berry, Sweet,None,5,8,2,26.0961,0.8,32.62,0.03,Flower Lot,1,634,145,5,1,1,0,0,1
11111,Goo,Hybrid,Pain, Stress, Insomnia, Lack of Appetite, Muscle Spasms,Sleepy, Relaxed, Hungry, Euphoric, Happy, Dry Mouth, Paranoid,None,Berry, Sweet, Blueberry,5,7,3,17.663,0.2,88.32,0.01,Flower Lot,1,374,140,46,1,0.9782609,0.0217391,0,0.9782609
11113,Chemo,Hybrid,Insomnia, Pain, Stress, Lack of Appetite, Depression,Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,14.6197,0.3,48.73,0.02,Flower Lot,1,243,95,31,1,1,0,0,1
11118,True OG,Indica,Stress, Insomnia, Pain, Depression,None,Relaxed, Euphoric, Sleepy, Happy, Focused, Dry Mouth, Anxious,None,Earthy, Pine,None,4,7,2,23.869,0.17,140.41,0.01,Flower Lot,1,131,102,107,1,0.9813084,0.0186916,0,0.9813084
11209,Deep Sleep,Indica,Pain, Insomnia, Depression, Lack of Appetite, Nausea,Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Anxious,None,Earthy, Sweet, Pine,5,7,3,25.33722,0,0,0,Flower Lot,1,816,138,9,1,1,0,0,1
11633,Matanuska Thunder,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Blueberry,Berry,0,0,3,15.9013,0.19,83.69,0.01,Flower Lot,1,329,133,71,1,1,0,0,1
11644,Hawaiian Delight,Indica,Pain, Stress, Nausea, Depression,None,Happy, Relaxed, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid,None,Sweet,None,None,4,7,1,19.4432,0.9,21.6,0.05,Flower Lot,1,0,0,0,0,0,0,0,0
11656,Purple Nepal,Hybrid,Stress, Insomnia, Pain, Depression,None,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Grape, Berry,None,4,7,2,19.38698,0,0,0,Flower Lot,1,949,148,55,1,1,0,0,1
11745,Dream Berry,Hybrid,Pain, Depression, Stress, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Dry Mouth,None,None,None,Berry, Citrus,None,5,5,2,14.3,0,0,0,Flower Lot,1,1165,152,20,1,0.9,0.1,0,0.9
11770,Gorilla Glue,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Berry,Sweet,Earthy,0,0,3,18.1477,0.19,95.51,0.01,Flower Lot,1,15,33,1603,1,0.9943855,0.0056145,0,0.9943855
