test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,thc_max,cbd_max,inventory_type,chemotype,strain_category,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
6622,Blue Venom,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Lemon,13.0296,0.34,Flower Lot,1,Hybrid,823,143,125,1,1,0,0,1
6639,Gigabud,Hybrid,Pain, Stress, Lack of Appetite, Insomnia, Nausea,Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious,,Sweet, Pine,,39.22202,0.646,Flower Lot,1,Indica,1021,149,28,1,1,0,0,1
6640,Jamaican Dream,Hybrid,Stress, Depression, Nausea, Muscle Spasms, Pain,Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid,,Earthy, Lime,,16.18665,0.277,Flower Lot,1,Sativa,661,144,44,1,0.9545454,0.0454545,0,0.9545454
6698,Mr. Nice,Hybrid,Stress, Pain, Depression, Insomnia,,Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious,,,Sweet, Earthy,,15.89328,0.28,Flower Lot,1,Indica,62,75,322,1,0.9968944,0.0031056,0,0.9968944
6823,Afghooey,Indica,Pain, Stress, Insomnia, Depression, Muscle Spasms,Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid,,Earthy, Sweet,,18.54,0,Flower Lot,1,Indica,1204,147,78,1,0.974359,0.025641,0,0.974359
6831,Cookie Monster,Hybrid,Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,,,Grape,,,20.171,0,Flower Lot,1,Indica,450,136,98,1,0.9591837,0,0.0408163,0.9591837
6832,Sweet Baby Jane,Indica,Muscle Spasms, Stress, Pain, Inflammation, Insomnia,Relaxed, Happy, Sleepy, Tingly, Dry Mouth,,,,Citrus, Sweet,,18.663,0,Flower Lot,1,Indica,1305,144,17,1,1,0,0,1
6848,Dairy Queen,Hybrid,,,,,,,,,,,,,,Earthy,Diesel,Citrus,15.909,0,Flower Lot,1,Hybrid,372,120,165,1,0.9939394,0.0060606,0,0.9939394
6856,Sweet and Sour Widow,Indica,Pain, Stress, Depression, Insomnia,,Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid,,Earthy, Sweet,,6.45328,0,Flower Lot,1,Indica,573,150,132,2,0.1666667,0.8333333,0,0.8333333
6866,Early Girl,Indica,Stress, Pain, Depression, Muscle Spasms, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Sweet,18.0007,0,Flower Lot,1,Indica,757,150,14,1,1,0,0,1
6875,Nuken,Hybrid,Depression, Lack of Appetite, Pain,,,Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,,Citrus, Earthy,,16.47958,0,Flower Lot,1,Indica,283,118,103,1,0.9902912,0.0097087,0,0.9902912
6939,Kilimanjaro,Sativa,Depression, Stress, Pain, Muscle Spasms,,Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,14.06845,0,Flower Lot,1,Sativa,858,137,1,1,1,0,0,1
6941,Wild Thailand,Hybrid,Depression, Pain, Stress,,,Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious,,Sweet, Berry,,13.1062,0,Flower Lot,1,Sativa,1459,151,43,1,0.9534883,0.0465116,0,0.9534883
6999,Great White Shark,Sativa,Stress, Pain, Depression,,,Relaxed, Happy, Uplifted, Euphoric, Energetic, Dry Mouth, Anxious,,Earthy, Citrus,,10.15345,0.531,Flower Lot,1,Sativa,159,103,210,1,0.9809524,0.0190476,0,0.9809524
7004,Haze Mist,Hybrid,Nausea, Stress,,,,Energetic, Focused, Happy, Hungry,,,,,,,,6.262763,0.65,Flower Lot,1,Sativa,1636,152,1,1,1,0,0,1
7019,Kalashnikova,Hybrid,,,,,,Relaxed,Happy,Energetic,Hungry,Sleepy,,,,,,,8.677074,0.235,Flower Lot,1,Hybrid,840,143,3,1,1,0,0,1
7036,Super Critical,Hybrid,,,,,,,,,,,,,,Sage,Pungent,Diesel,12.33255,0.926,Flower Lot,1,,,,,,,,,
7052,The Doctor,Hybrid,Insomnia, Pain, Stress, Inflammation, Depression,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,,,Earthy, Citrus,,13.15114,0.346,Flower Lot,1,Indica,768,148,6,1,1,0,0,1
7409,Jamaican Lion,Hybrid,Pain, Stress, Muscle Spasms, Depression,,Uplifted, Relaxed, Happy, Energetic, Talkative, Dry Mouth, Paranoid,,Earthy, Lime,,23.8913,0.8,Flower Lot,1,Sativa,811,148,22,2,0.3181818,0.6818182,0,0.6818182
7416,Jedi Kush,Hybrid,Stress, Pain, Depression, Insomnia,,Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Anxious,,Earthy, Sweet,,16.032,0,Flower Lot,1,Indica,251,110,94,1,1,0,0,1
7428,Redwood Kush,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Euphoric, Relaxed, Uplifted, Happy, Focused, Dry Mouth, Paranoid,,Pine, Earthy,,11.19282,0.14,Flower Lot,1,Indica,505,135,5,1,1,0,0,1
7454,Jesus OG,Hybrid,Stress, Depression, Pain,,,Happy, Euphoric, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Citrus, Lemon,18.54,1,Flower Lot,1,Sativa,188,108,636,1,1,0,0,1
7457,ACDC,Sativa,,,,,,Relaxed,Happy,Uplifted,Focused,Euphoric,,,,,,,4.50607,9.03,Flower Lot,2,Hybrid,77,62,1126,3,0.0586146,0.312611,0.6287744,0.6287744
7474,Orange Creamsicle,Hybrid,,,,,,,,,,,,,,Diesel,Earthy,Pungent,16.14124,0.15,Flower Lot,1,Hybrid,408,129,72,1,1,0,0,1
7475,Original Blueberry,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Flowery,14.132,0,Flower Lot,1,,,,,,,,,
7514,Shark Shock,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Euphoric, Focused, Happy, Sleepy, Dry Mouth, Anxious,,Earthy, Sweet,,3.91142,0.18,Flower Lot,1,Indica,382,137,140,1,0.5714286,0.4285714,0,0.5714286
7515,SnowLAnd,Hybrid,,,,,,Relaxed,Sleepy,Talkative,Creative,Focused,,,,,,,14.37997,0,Flower Lot,1,Hybrid,861,150,161,1,1,0,0,1
7785,Humboldt,Hybrid,,,,,,Relaxed,Sleepy,Euphoric,Happy,Uplifted,,,,Diesel,Flowery,Earthy,12.79479,0,Flower Lot,1,Hybrid,609,116,38,1,1,0,0,1
7821,Grapefruit,Hybrid,Stress, Depression, Pain,,,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Paranoid,,Citrus, Sweet,,21.01425,0.74,Flower Lot,1,Sativa,154,89,600,1,0.9966667,0.0033333,0,0.9966667
7824,NightFire OG,Hybrid,Stress, Depression,,,,Talkative, Energetic, Happy, Euphoric, Creative, Dry Mouth, Anxious,,Earthy, Citrus,,20.31682,0.794,Flower Lot,1,Sativa,1302,151,119,1,1,0,0,1
7855,Fucking Incredible,Hybrid,Pain, Stress, Depression, Insomnia,,Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,,Skunk, Earthy,,18.59481,0.23,Flower Lot,1,Indica,351,106,484,1,0.9504132,0.0495868,0,0.9504132
7892,Afghan Skunk,Hybrid,Stress, Insomnia, Depression, Nausea, Muscle Spasms,Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious,,Earthy,,,23.14938,0.26,Flower Lot,1,Indica,725,146,17,1,1,0,0,1
7911,Monster Cookies,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,,Earthy, Grape, Sweet,17.42981,0.296,Flower Lot,1,Indica,217,101,34,1,1,0,0,1
7955,Green Dragon,Hybrid,Pain, Stress, Nausea, Depression,,Relaxed, Euphoric, Uplifted, Sleepy, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,,19.00591,0.689,Flower Lot,1,Indica,520,140,22,1,1,0,0,1
8022,Purple Bubba,Indica,Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress,Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth,,,Grape, Berry, Sweet,23.048,0,Flower Lot,1,Indica,579,149,17,1,0.8823529,0.1176471,0,0.8823529
8085,Tropicali,Hybrid,,,,,,Euphoric,Uplifted,Relaxed,Energetic,Happy,,,,,,,18.6808,0.24,Flower Lot,1,Hybrid,1229,151,19,1,1,0,0,1
8151,Huckleberry,Hybrid,,,,,,Happy,Relaxed,Talkative,Uplifted,Euphoric,,,,,,,19.3,0.2,Flower Lot,1,Hybrid,409,128,98,1,0.9081632,0.0714286,0.0204082,0.9081632
8349,Yummy,Hybrid,,,,,,Uplifted,Relaxed,Happy,Energetic,Euphoric,,,,,,,3.64185,0.21,Flower Lot,1,Hybrid,1143,151,85,3,0.0117647,0.1764706,0.8117647,0.8117647
8363,Pineapple Euphoria,Hybrid,,,,,,,,,,,,,,Skunk,Pungent,Earthy,17.8069,0.2,Flower Lot,1,,,,,,,,,
8597,Chronic Thunder,Indica,Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy,,,13.5796,0.36,Flower Lot,1,Indica,726,140,11,1,1,0,0,1
8766,Jacky White,Hybrid,Stress, Nausea, Depression, Pain,,Energetic, Relaxed, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,,,17.0876,1.9,Flower Lot,1,Sativa,723,141,80,1,1,0,0,1
8773,Hawaiian,Hybrid,Stress, Depression, Pain, Lack of Appetite, Nausea,Happy, Uplifted, Relaxed, Creative, Talkative, Dry Mouth, Paranoid, Anxious,Sweet, Citrus,,13.6,0,Flower Lot,1,Sativa,204,139,183,1,0.9234973,0.0765027,0,0.9234973
8873,Emerald Jack,Hybrid,Stress, Depression, Pain, Insomnia,,Happy, Uplifted, Creative, Horny, Euphoric, Dry Mouth, Anxious, Paranoid,Pine, Earthy, Citrus,17.663,1,Flower Lot,1,Sativa,960,142,98,1,1,0,0,1
8966,K2,Hybrid,,,,,,Relaxed,Happy,Giggly,Hungry,Sleepy,,,,,,,21.02989,0,Flower Lot,1,Hybrid,624,146,4,1,1,0,0,1
8985,Cannalope Kush,Hybrid,,,,,,,,,,,,,,Citrus,Lime,Lemon,10.0216,0.2,Flower Lot,1,Hybrid,527,142,699,1,1,0,0,1
8991,Lemon Sour Diesel,Hybrid,,,,,,,,,,,,,,Vanilla,Sweet,Coffee,12.91126,0.1,Flower Lot,1,Hybrid,124,83,236,1,0.9830508,0.0169492,0,0.9830508
9028,Apple Jack,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Citrus,24.55675,0.5,Flower Lot,1,Hybrid,481,136,89,1,1,0,0,1
9048,Northern Berry,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Paranoid,,Berry, Sweet, Earthy,13.4257,0.13,Flower Lot,1,Indica,789,145,9,1,1,0,0,1
9187,Northern Lights #5,Hybrid,Pain, Stress, Insomnia, Inflammation, Nausea,Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Paranoid,,Sweet, Pine, Citrus,16.8,0,Flower Lot,1,Indica,310,135,187,1,1,0,0,1
9228,Medusa,Hybrid,,,,,,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,15.24991,0.09,Flower Lot,1,Hybrid,774,143,101,1,0.990099,0.009901,0,0.990099
9237,Black Russian,Hybrid,Stress, Insomnia, Lack of Appetite, Nausea,,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,,Citrus, Earthy, Lemon,13.7158,0.2,Flower Lot,1,Indica,611,136,207,1,1,0,0,1
9494,Golden Pineapple,Hybrid,,,,,,,,,,,,,,Woody,Spicy/Herbal,Sweet,23.2651,0.4,Flower Lot,1,Hybrid,278,107,1648,1,0.9987864,0.0012136,0,0.9987864
9532,9 Pound Hammer,Hybrid,Stress, Pain, Insomnia, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,,Earthy, Sweet, Berry,19.30561,0.21,Flower Lot,1,Indica,106,54,1069,1,0.9953227,0.0046773,0,0.9953227
9751,Jazz,Hybrid,,,,,,Uplifted,Relaxed,Euphoric,Energetic,Happy,,,,,,,9.387722,0,Flower Lot,1,Hybrid,1301,146,11,1,1,0,0,1
9759,Blue Lights,Indica,Stress, Depression, Insomnia, Nausea, Pain,Euphoric, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid,,,Blueberry, Sweet,,15.3721,0.2,Flower Lot,1,Indica,831,150,2,1,1,0,0,1
9774,Frankenstein,Hybrid,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Creative, Tingly, Focused, Dry Mouth, Anxious,,Earthy, Skunk,,14.74181,0,Flower Lot,1,Indica,1056,150,104,1,1,0,0,1
9880,Supernatural,Hybrid,Stress, Lack of Appetite,,,,Euphoric, Relaxed, Happy, Energetic, Horny, Dry Mouth,,,Citrus, Earthy,,18.0746,0.19,Flower Lot,1,Sativa,1495,151,126,1,1,0,0,1
9894,Canna-Tsu,Hybrid,,,,,,Relaxed,Happy,Focused,Uplifted,Creative,,,,,,,3.58538,11.9,Flower Lot,2,Hybrid,377,130,41,2,0.0731707,0.6585366,0.2682927,0.6585366
9901,Platinum Bubba Kush,Indica,Pain, Stress, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,,Earthy,,,8.04006,0.12,Flower Lot,1,Indica,162,103,109,1,1,0,0,1
9905,Swiss Gold,Hybrid,Pain, Stress, Depression, Inflammation,,Relaxed, Happy, Focused, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious,Citrus, Berry,,2.44218,4.11,Flower Lot,2,Sativa,1183,152,10,2,0,1,0,1
9954,Blue Power,Hybrid,Stress, Insomnia, Depression, Lack of Appetite, Nausea,Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Paranoid,,Berry, Earthy,,19.24,0.34,Flower Lot,1,Indica,594,142,117,1,1,0,0,1
9990,Jillybean,Hybrid,,,,,,Happy,Uplifted,Euphoric,Relaxed,Creative,,,,,,,17.786,0,Flower Lot,1,Hybrid,116,68,571,1,1,0,0,1
10502,Power Plant,Hybrid,Pain, Stress, Depression, Inflammation,,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Paranoid,,Earthy,,,16.3637,0.29,Flower Lot,1,Sativa,166,115,10,1,1,0,0,1
10503,Opium,Hybrid,,,,,,Happy,Relaxed,Euphoric,Uplifted,Giggly,,,,,,,13.56901,0,Flower Lot,1,Hybrid,1179,149,3,1,1,0,0,1
10504,Skunk 47,Indica,Pain, Depression, Stress, Nausea,,Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth,,,Earthy, Skunk,,20.0202,0.33,Flower Lot,1,Indica,1322,150,230,1,1,0,0,1
10527,C4,Hybrid,,,,,,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,22.048,0,Flower Lot,1,Hybrid,509,148,6,1,1,0,0,1
10764,NYPD,Sativa,Stress, Depression, Pain,,,Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid,Earthy,,,17.8015,0.1,Flower Lot,1,Sativa,826,147,105,1,1,0,0,1
10983,QuickSilver,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Citrus,15.3721,0.6,Flower Lot,1,,,,,,,,,
10997,Space Jill,Sativa,Pain, Stress, Depression, Nausea,,Creative, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid,,,,,16.909,0,Flower Lot,1,Sativa,1675,152,12,1,1,0,0,1
11047,White Kush,Hybrid,Insomnia, Pain, Stress, Depression, Lack of Appetite,Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious,Berry, Sweet,,26.0961,0.8,Flower Lot,1,Indica,634,145,5,1,1,0,0,1
11111,Goo,Hybrid,Pain, Stress, Insomnia, Lack of Appetite, Muscle Spasms,Sleepy, Relaxed, Hungry, Euphoric, Happy, Dry Mouth, Paranoid,,Berry, Sweet, Blueberry,17.663,0.2,Flower Lot,1,Indica,374,140,46,1,0.9782609,0.0217391,0,0.9782609
11113,Chemo,Hybrid,Insomnia, Pain, Stress, Lack of Appetite, Depression,Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid,,Earthy, Sweet,,14.6197,0.3,Flower Lot,1,Indica,243,95,31,1,1,0,0,1
11118,True OG,Indica,Stress, Insomnia, Pain, Depression,,Relaxed, Euphoric, Sleepy, Happy, Focused, Dry Mouth, Anxious,,Earthy, Pine,,23.869,0.17,Flower Lot,1,Indica,131,102,107,1,0.9813084,0.0186916,0,0.9813084
11209,Deep Sleep,Indica,Pain, Insomnia, Depression, Lack of Appetite, Nausea,Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Anxious,,Earthy, Sweet, Pine,25.33722,0,Flower Lot,1,Indica,816,138,9,1,1,0,0,1
11633,Matanuska Thunder,Hybrid,,,,,,,,,,,,,,Sweet,Blueberry,Berry,15.9013,0.19,Flower Lot,1,Sativa,329,133,71,1,1,0,0,1
11644,Hawaiian Delight,Indica,Pain, Stress, Nausea, Depression,,Happy, Relaxed, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid,,Sweet,,,19.4432,0.9,Flower Lot,1,,,,,,,,,
11656,Purple Nepal,Hybrid,Stress, Insomnia, Pain, Depression,,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Grape, Berry,,19.38698,0,Flower Lot,1,Indica,949,148,55,1,1,0,0,1
11745,Dream Berry,Hybrid,Pain, Depression, Stress, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Dry Mouth,,,,Berry, Citrus,,14.3,0,Flower Lot,1,Indica,1165,152,20,1,0.9,0.1,0,0.9
11770,Gorilla Glue,Hybrid,,,,,,,,,,,,,,Berry,Sweet,Earthy,18.1477,0.19,Flower Lot,1,Hybrid,15,33,1603,1,0.9943855,0.0056145,0,0.9943855
11786,Blue Moonshine,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid,,Berry, Earthy, Pine,13.5919,1.1,Flower Lot,1,Indica,626,146,27,1,1,0,0,1
11867,EWOK,Hybrid,,,,,,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,18.9431,0,Flower Lot,1,Hybrid,566,128,895,1,0.9932961,0.0044693,0.0022346,0.9932961
11884,Bay Dream,Hybrid,Depression, Stress, Lack of Appetite, Pain,,Happy, Euphoric, Hungry, Uplifted, Focused, Dry Mouth, Paranoid, Anxious,Citrus,,,19.0232,0.17,Flower Lot,1,Sativa,617,142,553,1,0.9349005,0.0271248,0.0379747,0.9349005
11886,Hawaiian Dream,Sativa,Depression, Pain, Inflammation, Stress,,Happy, Relaxed, Focused, Euphoric, Energetic, Dry Mouth, Anxious, Paranoid,Sweet, Pineapple,,19.70849,0.17,Flower Lot,1,Sativa,526,136,110,2,0.1454545,0.8545455,0,0.8545455
11896,Presidential OG,Hybrid,Insomnia, Stress, Pain, Lack of Appetite, Depression,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,,Earthy, Pine,,14.59804,0.17,Flower Lot,1,Indica,207,97,1744,1,1,0,0,1
11964,Grape Skunk,Hybrid,Nausea, Stress, Pain, Depression, Insomnia,Happy, Uplifted, Talkative, Energetic, Relaxed, Dry Mouth,,,Skunk, Earthy, Grape,18.8039,0.19,Flower Lot,1,Indica,1181,150,52,1,1,0,0,1
12031,Laughing Buddha,Sativa,Depression, Stress, Pain, Lack of Appetite,,Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious,,Citrus, Sweet,,22.60591,0,Flower Lot,1,Sativa,224,123,76,1,1,0,0,1
12090,MILF,Hybrid,,,,,,Happy,Euphoric,Uplifted,Giggly,Relaxed,,,,,,,16.28231,0.16,Flower Lot,1,Hybrid,667,152,33,1,1,0,0,1
12284,Northern Wreck,Hybrid,Depression, Stress, Pain, Nausea,,Euphoric, Happy, Relaxed, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,19.5,0.2,Flower Lot,1,Indica,1043,144,6,1,1,0,0,1
12426,Blue Dynamite,Hybrid,Pain, Stress, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Citrus, Lemon, Earthy,4.508,12,Flower Lot,2,Indica,962,150,48,2,0.1458333,0.6666667,0.1875,0.6666667
12611,Guard Dawg,Hybrid,Muscle Spasms,,,,,Euphoric, Happy, Relaxed,,,,,,Sweet, Earthy,,65.75629,1.18,CO2 Hash Oil,1,Indica,1733,150,2,1,1,0,0,1
12637,Cotton Candy Kush,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Flowery,18.8916,0.48,Flower Lot,1,Hybrid,94,63,925,1,0.9902703,0.0010811,0.0086486,0.9902703
12641,Tutankhamon,Sativa,Depression, Stress, Nausea, Pain, Insomnia,Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Paranoid,Skunk,,,88.42986,2.64,CO2 Hash Oil,1,Sativa,206,108,98,1,1,0,0,1
12827,Champagne,Hybrid,,,,,,,,,,,,,,Cheese,Earthy,Pungent,12.6887,0.13,Flower Lot,1,,,,,,,,,
12836,Blue Afghani,Hybrid,Lack of Appetite, Stress, Insomnia, Depression,,Relaxed, Euphoric, Hungry, Creative, Happy, Dry Mouth, Paranoid,,Blueberry,,,26.556,0,Flower Lot,1,Indica,950,146,68,1,1,0,0,1
12997,Lavender Haze,Sativa,Stress, Depression, Pain, Inflammation, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Lavender, Earthy,,25.556,0,Flower Lot,1,Sativa,1257,146,9,1,1,0,0,1
13108,Aliens On Moonshine,Indica,Inflammation, Stress,,,,Relaxed, Happy, Tingly, Focused,,,,,Vanilla,,,17.155,0,Flower Lot,1,Indica,911,143,260,2,0.1076923,0.8923077,0,0.8923077
13369,Snowcap,Hybrid,,,,,,Happy,Euphoric,Uplifted,Focused,Creative,,,,,,,20.7,0.1,Flower Lot,1,Hybrid,191,108,88,1,0.9886364,0.0113636,0,0.9886364
13404,Flowerbomb Kush,Hybrid,Stress, Pain, Lack of Appetite, Muscle Spasms,,Relaxed, Hungry, Sleepy, Tingly, Happy, Dry Mouth, Anxious, Paranoid,Earthy, Citrus,,16.6222,0.13,Flower Lot,1,Indica,775,148,16,1,1,0,0,1
13525,Blue Knight,Indica,Stress, Pain, Depression, Lack of Appetite,,Relaxed, Uplifted, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious,Berry, Sweet, Blueberry,16.5,0.3,Flower Lot,1,Indica,507,142,27,1,1,0,0,1
13531,Super Silver Sour Diesel Haze,Hybrid,,,,,,,,,,,,,,Cheese,Pepper,Tea,15.6452,0.37,Flower Lot,1,,,,,,,,,
13701,Platinum Kush,Hybrid,Stress, Insomnia, Lack of Appetite, Pain, Depression,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,15.7329,0.16,Flower Lot,1,Indica,72,64,192,1,1,0,0,1
13817,Matanuska Thunder Fuck,Sativa,Depression, Stress, Pain, Inflammation,,Euphoric, Happy, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Pine,,41.93075,0.26,Bubble Hash,1,Sativa,329,133,71,1,1,0,0,1
13845,Afghani,Indica,Stress, Insomnia, Pain, Lack of Appetite, Depression,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Earthy, Sweet, Pine,12.8526,0.63,Flower Lot,1,Indica,83,99,166,1,0.939759,0.060241,0,0.939759
14053,Bubbleberry,Hybrid,,,,,,Happy,Relaxed,Focused,Uplifted,Hungry,,,,,,,12.9765,0.06,Flower Lot,1,Hybrid,490,141,221,1,1,0,0,1
14223,Hammerhead,Hybrid,Insomnia, Pain, Stress, Lack of Appetite,,Sleepy, Horny, Tingly, Relaxed, Euphoric, Dry Mouth,,,Berry, Earthy,,3.14683,6.36,Flower Lot,2,Indica,824,147,80,1,0.6375,0.3625,0,0.6375
14253,Vader OG,Hybrid,Pain, Stress, Depression, Insomnia,,Relaxed, Happy, Talkative, Creative, Anxious,,,,Earthy, Sweet,,19.9063,0.3,Flower Lot,1,Indica,1119,142,10,1,1,0,0,1
14283,Key Lime Pie,Hybrid,,,,,,,,,,,,,,Menthol,Spicy/Herbal,Sweet,17.2,0.4,Flower Lot,1,Hybrid,198,120,152,1,1,0,0,1
14472,Blue Alien,Hybrid,Pain, Stress, Insomnia, Inflammation,,Relaxed, Euphoric, Sleepy, Hungry, Happy, Dry Mouth, Paranoid, Anxious,Blueberry, Grape, Citrus,16.933,0.12,Flower Lot,1,Indica,830,145,91,1,1,0,0,1
14538,Dark Star,Indica,Pain, Stress, Insomnia, Depression,,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,18.7977,0.22,Flower Lot,1,Indica,237,115,154,1,1,0,0,1
14714,Strawberry Mango Haze,Sativa,Stress, Depression, Pain,,,Happy, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Anxious,,Mango, Strawberry, Sweet,47.9,1.3,CO2 Hash Oil,1,Sativa,666,145,256,1,1,0,0,1
14801,Nordle,Hybrid,Stress, Pain, Depression, Inflammation, Muscle Spasms,Relaxed, Happy, Sleepy, Focused, Dry Mouth, Paranoid, Anxious,,Pine,,,7.90557,11.7,Flower Lot,2,Indica,920,140,90,2,0.2444444,0.7555556,0,0.7555556
15126,Pineapple Super Silver Haze,Sativa,Stress, Depression, Lack of Appetite, Pain,,Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Pineapple, Citrus, Sweet,15.89568,0.13,Flower Lot,1,Sativa,1081,144,203,1,1,0,0,1
15206,Trinity,Hybrid,Depression, Pain, Stress, Muscle Spasms,,Happy, Uplifted, Euphoric, Relaxed, Horny, Dry Mouth, Anxious, Paranoid,Earthy, Skunk,,18.8,0.2,Flower Lot,1,Sativa,344,135,159,1,0.9622642,0.0314465,0.0062893,0.9622642
15590,Ancient OG,Hybrid,Stress, Insomnia, Depression, Pain, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid,,Earthy, Pine,,16.04183,0.18,Flower Lot,1,Indica,683,139,1,1,1,0,0,1
15780,Shishkaberry,Indica,Stress, Depression, Insomnia, Pain,,Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid,,Berry, Sweet, Earthy,18.0854,0.18,Flower Lot,1,Indica,255,118,139,1,1,0,0,1
